messages
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야, 그만하라고 했잖아! 내 말 안 들려?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 그만하라고 했잖아! 내 말 안 들려?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야 그만하라고 했잖아 내 말 안 들려""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야 시끄러워 노래 끄라고""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 나 지금 뚜껑 열리기 직전이야. 건들지 마.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 나 지금 뚜껑 열리기 직전이야. 건들지 마.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 나 지금 뚜껑 열리기 직전이야 건들지 마""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 나 지금 뚜껑 열리기 직전이야 건들지 마""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 그 인간 이름은 입에도 올리지 마! 토 나올 것 같으니까.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 그 인간 이름은 입에도 올리지 마! 토 나올 것 같으니까.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 그 인간 이름은 입에도 올리지 마 토 나올 것 같으니까""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 그 인간 이름은 입에도 올리지 마 토 나올 것 같으니까""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아오! 옷에 커피 쏟았어! 아끼는 옷인데!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아오! 옷에 커피 쏟았어! 아끼는 옷인데!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.3, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아오 옷에 커피 쏟았어 아끼는 옷인데""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아오 옷에 커피 쏟았어 아끼는 옷인데""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 야! 너 거기 안 서? 잡히면 죽는다.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 야! 너 거기 안 서? 잡히면 죽는다.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 야 너 거기 안 서 잡히면 죽는다""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 야 너 거기 안 서 잡히면 죽는다""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 왜 나한테 화풀이인데? 내가 동네북이야?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 왜 나한테 화풀이인데? 내가 동네북이야?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 왜 나한테 화풀이인데 내가 동네북이야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 왜 나한테 화풀이인데 내가 동네북이야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 진짜 가지가지 한다. 꼴불견이야.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 진짜 가지가지 한다. 꼴불견이야.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 진짜 가지가지 한다 꼴불견이야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 진짜 가지가지 한다 꼴불견이야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 뭐라고? 다시 한번 지껄여 봐.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐라고? 다시 한번 지껄여 봐.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 뭐라고 다시 한번 지껄여 봐""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐라고 다시 한번 지껄여 봐""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야, 너도 내 말이 우습게 들려?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 너도 내 말이 우습게 들려?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야 너도 내 말이 우습게 들려""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야 너도 내 말이 우습게 들려""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아우, 속 터져! 고구마 백 개 먹은 것 같네.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아우, 속 터져! 고구마 백 개 먹은 것 같네.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아우 속 터져 고구마 백 개 먹은 것 같네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아우 속 터져 고구마 백 개 먹은 것 같네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 이게 최선이야? 대충대충 하지 말라고!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이게 최선이야? 대충대충 하지 말라고!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 이게 최선이야 대충대충 하지 말라고""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이게 최선이야 대충대충 하지 말라고""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 내놔! 그거 내 거라고 했잖아!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 내놔! 그거 내 거라고 했잖아!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 내놔 그거 내 거라고 했잖아""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 내놔 그거 내 거라고 했잖아""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 거짓말하지 마! 눈빛만 봐도 다 티 나거든?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 거짓말하지 마! 눈빛만 봐도 다 티 나거든?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 거짓말하지 마 눈빛만 봐도 다 티 나거든""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 거짓말하지 마 눈빛만 봐도 다 티 나거든""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 신경 꺼! 네가 무슨 상관인데?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 신경 꺼! 네가 무슨 상관인데?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 신경 꺼 네가 무슨 상관인데""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 신경 꺼 네가 무슨 상관인데""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 바빠 죽겠는데 자꾸 말 시키고 난리야!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 바빠 죽겠는데 자꾸 말 시키고 난리야!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 바빠 죽겠는데 자꾸 말 시키고 난리야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 바빠 죽겠는데 자꾸 말 시키고 난리야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아 진짜! 리모컨 어디 갔어? 발 달려서 도망갔나!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아 진짜! 리모컨 어디 갔어? 발 달려서 도망갔나!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아 진짜 리모컨 어디 갔어 발 달려서 도망갔나""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아 진짜 리모컨 어디 갔어 발 달려서 도망갔나""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.1, \""ethogram\"": \""v_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 약 올리는 것도 아니고 뭐 하는 짓이야?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 약 올리는 것도 아니고 뭐 하는 짓이야?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 약 올리는 것도 아니고 뭐 하는 짓이야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 약 올리는 것도 아니고 뭐 하는 짓이야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 나 무시하지 마. 참는 데도 한계가 있어.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 나 무시하지 마. 참는 데도 한계가 있어.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
